time,signal,entry,result,pnl
2025-03-13 10:10:00-04:00,put,557.64,loss,-50.0
2025-03-13 10:25:00-04:00,put,557.11,loss,-50.0
2025-03-13 10:30:00-04:00,put,557.27,loss,-50.0
2025-03-13 10:35:00-04:00,put,556.42,loss,-50.0
2025-03-13 10:40:00-04:00,put,556.38,loss,-50.0
2025-03-13 10:45:00-04:00,put,556.06,loss,-50.0
2025-03-13 11:15:00-04:00,put,555.24,loss,-50.0
2025-03-13 11:20:00-04:00,put,555.09,loss,-50.0
2025-03-13 11:25:00-04:00,put,554.28,loss,-50.0
2025-03-13 11:30:00-04:00,put,554.37,loss,-50.0
2025-03-13 11:35:00-04:00,put,552.95,loss,-50.0
2025-03-13 11:40:00-04:00,put,554.28,loss,-50.0
2025-03-13 11:45:00-04:00,put,554.25,loss,-50.0
2025-03-13 11:50:00-04:00,put,552.95,loss,-50.0
2025-03-13 11:55:00-04:00,put,552.49,loss,-50.0
2025-03-13 12:00:00-04:00,put,553.28,loss,-50.0
2025-03-13 12:05:00-04:00,put,553.82,loss,-50.0
2025-03-13 12:10:00-04:00,put,552.97,loss,-50.0
2025-03-13 12:15:00-04:00,put,553.06,loss,-50.0
2025-03-13 12:20:00-04:00,put,552.62,loss,-50.0
2025-03-13 12:25:00-04:00,put,552.57,loss,-50.0
2025-03-13 12:30:00-04:00,put,553.81,loss,-50.0
2025-03-13 12:40:00-04:00,put,553.17,loss,-50.0
2025-03-13 12:50:00-04:00,put,552.17,loss,-50.0
2025-03-13 12:55:00-04:00,put,552.59,loss,-50.0
2025-03-13 13:10:00-04:00,put,551.55,loss,-50.0
2025-03-13 13:15:00-04:00,put,550.58,loss,-50.0
2025-03-13 13:20:00-04:00,put,550.87,loss,-50.0
2025-03-13 13:25:00-04:00,put,551.16,loss,-50.0
2025-03-13 13:30:00-04:00,put,550.4,loss,-50.0
2025-03-13 13:35:00-04:00,put,550.2,loss,-50.0
2025-03-13 13:40:00-04:00,put,550.07,loss,-50.0
2025-03-13 13:45:00-04:00,put,550.02,loss,-50.0
2025-03-13 13:50:00-04:00,put,550.85,loss,-50.0
2025-03-13 13:55:00-04:00,put,550.09,loss,-50.0
2025-03-13 14:20:00-04:00,call,552.64,loss,-50.0
2025-03-13 14:25:00-04:00,call,553.06,loss,-50.0
2025-03-13 14:30:00-04:00,call,553.03,loss,-50.0
2025-03-13 14:35:00-04:00,call,553.62,loss,-50.0
2025-03-13 14:40:00-04:00,call,554.06,loss,-50.0
2025-03-13 14:45:00-04:00,call,554.11,loss,-50.0
2025-03-13 14:50:00-04:00,call,553.45,loss,-50.0
2025-03-13 14:55:00-04:00,call,553.94,loss,-50.0
2025-03-13 15:00:00-04:00,call,553.46,loss,-50.0
2025-03-13 15:10:00-04:00,call,552.86,loss,-50.0
2025-03-13 15:15:00-04:00,call,553.11,loss,-50.0
2025-03-13 15:30:00-04:00,put,551.85,loss,-50.0
2025-03-13 15:35:00-04:00,put,550.41,loss,-50.0
2025-03-13 15:40:00-04:00,put,551.12,loss,-50.0
2025-03-13 15:45:00-04:00,put,551.24,loss,-50.0
2025-03-13 15:50:00-04:00,put,550.89,loss,-50.0
2025-03-13 15:55:00-04:00,put,551.52,loss,-50.0
2025-03-14 09:30:00-04:00,call,556.64,loss,-50.0
2025-03-14 09:35:00-04:00,call,557.77,loss,-50.0
2025-03-14 09:40:00-04:00,call,558.22,loss,-50.0
2025-03-14 09:45:00-04:00,call,559.16,loss,-50.0
2025-03-14 09:50:00-04:00,call,559.61,loss,-50.0
2025-03-14 09:55:00-04:00,call,558.44,loss,-50.0
2025-03-14 10:00:00-04:00,call,557.79,loss,-50.0
2025-03-14 10:05:00-04:00,call,557.15,loss,-50.0
2025-03-14 10:10:00-04:00,call,556.75,loss,-50.0
2025-03-14 10:15:00-04:00,call,556.92,loss,-50.0
2025-03-14 10:20:00-04:00,call,557.54,loss,-50.0
2025-03-14 10:25:00-04:00,call,557.01,loss,-50.0
2025-03-14 10:30:00-04:00,call,557.54,loss,-50.0
2025-03-14 10:35:00-04:00,call,558.6,loss,-50.0
2025-03-14 10:40:00-04:00,call,558.66,loss,-50.0
2025-03-14 10:45:00-04:00,call,558.96,loss,-50.0
2025-03-14 10:50:00-04:00,call,559.05,loss,-50.0
2025-03-14 10:55:00-04:00,call,560.28,loss,-50.0
2025-03-14 11:00:00-04:00,call,560.52,loss,-50.0
2025-03-14 11:05:00-04:00,call,560.11,loss,-50.0
2025-03-14 11:10:00-04:00,call,560.34,loss,-50.0
2025-03-14 11:15:00-04:00,call,560.95,loss,-50.0
2025-03-14 11:20:00-04:00,call,561.37,loss,-50.0
2025-03-14 11:25:00-04:00,call,561.05,loss,-50.0
2025-03-14 11:30:00-04:00,call,561.58,loss,-50.0
2025-03-14 11:35:00-04:00,call,561.81,loss,-50.0
2025-03-14 11:40:00-04:00,call,562.29,loss,-50.0
2025-03-14 11:45:00-04:00,call,561.77,loss,-50.0
2025-03-14 11:50:00-04:00,call,561.78,loss,-50.0
2025-03-14 11:55:00-04:00,call,562.14,loss,-50.0
2025-03-14 12:00:00-04:00,call,561.53,loss,-50.0
2025-03-14 12:05:00-04:00,call,561.05,loss,-50.0
2025-03-14 12:20:00-04:00,call,560.99,loss,-50.0
2025-03-14 12:25:00-04:00,put,560.22,loss,-50.0
2025-03-14 13:15:00-04:00,call,561.76,loss,-50.0
2025-03-14 13:20:00-04:00,call,561.72,loss,-50.0
2025-03-14 13:25:00-04:00,call,561.45,loss,-50.0
2025-03-14 13:35:00-04:00,call,561.48,loss,-50.0
2025-03-14 13:55:00-04:00,put,560.63,loss,-50.0
2025-03-14 14:10:00-04:00,put,560.76,loss,-50.0
2025-03-14 14:15:00-04:00,put,560.71,loss,-50.0
2025-03-14 14:20:00-04:00,put,560.34,loss,-50.0
2025-03-14 14:25:00-04:00,put,560.69,loss,-50.0
2025-03-14 14:35:00-04:00,call,562.18,loss,-50.0
2025-03-14 14:40:00-04:00,call,562.04,loss,-50.0
2025-03-14 14:45:00-04:00,call,562.09,loss,-50.0
2025-03-14 14:50:00-04:00,call,561.84,loss,-50.0
2025-03-14 14:55:00-04:00,call,561.76,loss,-50.0
2025-03-14 15:00:00-04:00,call,562.13,loss,-50.0
2025-03-14 15:05:00-04:00,call,562.34,loss,-50.0
2025-03-14 15:10:00-04:00,call,562.7,loss,-50.0
2025-03-14 15:15:00-04:00,call,562.27,loss,-50.0
2025-03-14 15:20:00-04:00,call,562.19,loss,-50.0
2025-03-14 15:25:00-04:00,call,561.8,loss,-50.0
2025-03-14 15:30:00-04:00,call,562.09,loss,-50.0
2025-03-14 15:50:00-04:00,call,563.42,loss,-50.0
2025-03-14 15:55:00-04:00,call,562.79,loss,-50.0
2025-03-17 09:30:00-04:00,call,564.42,loss,-50.0
2025-03-17 09:35:00-04:00,call,565.59,loss,-50.0
2025-03-17 09:40:00-04:00,call,565.88,loss,-50.0
2025-03-17 09:45:00-04:00,call,564.78,loss,-50.0
2025-03-17 09:50:00-04:00,call,566.1,loss,-50.0
2025-03-17 09:55:00-04:00,call,565.65,loss,-50.0
2025-03-17 10:00:00-04:00,call,564.72,loss,-50.0
2025-03-17 10:05:00-04:00,call,565.27,loss,-50.0
2025-03-17 10:10:00-04:00,call,566.18,loss,-50.0
2025-03-17 10:15:00-04:00,call,565.7,loss,-50.0
2025-03-17 10:20:00-04:00,call,565.83,loss,-50.0
2025-03-17 10:25:00-04:00,call,564.64,loss,-50.0
2025-03-17 10:30:00-04:00,call,564.59,loss,-50.0
2025-03-17 10:35:00-04:00,call,565.32,loss,-50.0
2025-03-17 10:40:00-04:00,call,565.53,loss,-50.0
2025-03-17 10:50:00-04:00,put,564.48,loss,-50.0
2025-03-17 11:00:00-04:00,put,563.85,loss,-50.0
2025-03-17 11:05:00-04:00,put,564.02,loss,-50.0
2025-03-17 11:25:00-04:00,put,564.15,loss,-50.0
2025-03-17 11:30:00-04:00,put,563.28,loss,-50.0
2025-03-17 11:35:00-04:00,put,563.25,loss,-50.0
2025-03-17 11:40:00-04:00,put,563.3,loss,-50.0
2025-03-17 11:45:00-04:00,put,563.9,loss,-50.0
2025-03-17 11:55:00-04:00,put,563.81,loss,-50.0
2025-03-17 12:05:00-04:00,call,564.98,loss,-50.0
2025-03-17 12:10:00-04:00,call,564.94,loss,-50.0
2025-03-17 12:25:00-04:00,put,563.85,loss,-50.0
2025-03-17 12:30:00-04:00,put,564.01,loss,-50.0
2025-03-17 12:45:00-04:00,call,564.32,loss,-50.0
2025-03-17 12:50:00-04:00,call,564.7,loss,-50.0
2025-03-17 12:55:00-04:00,call,564.6,loss,-50.0
2025-03-17 13:05:00-04:00,call,564.85,loss,-50.0
2025-03-17 13:10:00-04:00,call,565.13,loss,-50.0
2025-03-17 13:20:00-04:00,call,565.47,loss,-50.0
2025-03-17 13:25:00-04:00,call,565.81,loss,-50.0
2025-03-17 13:30:00-04:00,call,566.22,loss,-50.0
2025-03-17 13:35:00-04:00,call,566.72,loss,-50.0
2025-03-17 13:40:00-04:00,call,566.92,loss,-50.0
2025-03-17 13:45:00-04:00,call,566.96,loss,-50.0
2025-03-17 13:50:00-04:00,call,567.28,loss,-50.0
2025-03-17 13:55:00-04:00,call,567.11,loss,-50.0
2025-03-17 14:00:00-04:00,call,567.33,loss,-50.0
2025-03-17 14:05:00-04:00,call,567.75,loss,-50.0
2025-03-17 14:10:00-04:00,call,568.37,loss,-50.0
2025-03-17 14:15:00-04:00,call,568.49,loss,-50.0
2025-03-17 14:20:00-04:00,call,568.46,loss,-50.0
2025-03-17 14:25:00-04:00,call,568.65,loss,-50.0
2025-03-17 14:30:00-04:00,call,569.12,loss,-50.0
2025-03-17 14:35:00-04:00,call,568.98,loss,-50.0
2025-03-17 14:40:00-04:00,call,568.96,loss,-50.0
2025-03-17 14:45:00-04:00,call,569.41,loss,-50.0
2025-03-17 14:50:00-04:00,call,569.42,loss,-50.0
2025-03-17 14:55:00-04:00,call,569.2,loss,-50.0
2025-03-17 15:00:00-04:00,call,568.95,loss,-50.0
2025-03-17 15:05:00-04:00,call,568.82,loss,-50.0
2025-03-17 15:10:00-04:00,call,568.69,loss,-50.0
2025-03-17 15:15:00-04:00,call,568.67,loss,-50.0
2025-03-17 15:20:00-04:00,call,568.78,loss,-50.0
2025-03-17 15:25:00-04:00,call,569.04,loss,-50.0
2025-03-17 15:50:00-04:00,put,568.12,loss,-50.0
2025-03-17 15:55:00-04:00,put,567.02,loss,-50.0
2025-03-18 09:30:00-04:00,put,564.05,loss,-50.0
2025-03-18 09:35:00-04:00,put,562.79,loss,-50.0
2025-03-18 09:40:00-04:00,put,561.75,loss,-50.0
2025-03-18 09:45:00-04:00,put,561.89,loss,-50.0
2025-03-18 09:50:00-04:00,put,561.35,loss,-50.0
2025-03-18 09:55:00-04:00,put,560.77,loss,-50.0
2025-03-18 10:00:00-04:00,put,561.01,loss,-50.0
2025-03-18 10:05:00-04:00,put,561.5,loss,-50.0
2025-03-18 10:10:00-04:00,put,560.52,loss,-50.0
2025-03-18 10:15:00-04:00,put,560.51,loss,-50.0
2025-03-18 10:20:00-04:00,put,561.16,loss,-50.0
2025-03-18 10:25:00-04:00,put,561.31,loss,-50.0
2025-03-18 10:30:00-04:00,put,561.45,loss,-50.0
2025-03-18 10:35:00-04:00,put,561.83,loss,-50.0
2025-03-18 10:40:00-04:00,put,561.11,loss,-50.0
2025-03-18 10:45:00-04:00,put,560.6,loss,-50.0
2025-03-18 10:50:00-04:00,put,561.07,loss,-50.0
2025-03-18 10:55:00-04:00,put,560.79,loss,-50.0
2025-03-18 11:00:00-04:00,put,559.97,loss,-50.0
2025-03-18 11:05:00-04:00,put,559.78,loss,-50.0
2025-03-18 11:10:00-04:00,put,560.32,loss,-50.0
2025-03-18 11:15:00-04:00,put,560.36,loss,-50.0
2025-03-18 11:20:00-04:00,put,559.89,loss,-50.0
2025-03-18 11:30:00-04:00,put,560.08,loss,-50.0
2025-03-18 11:35:00-04:00,put,560.59,loss,-50.0
2025-03-18 11:40:00-04:00,put,560.25,loss,-50.0
2025-03-18 11:45:00-04:00,put,559.9,loss,-50.0
2025-03-18 11:50:00-04:00,put,559.57,loss,-50.0
2025-03-18 11:55:00-04:00,put,559.61,loss,-50.0
2025-03-18 12:00:00-04:00,put,560.09,loss,-50.0
2025-03-18 12:05:00-04:00,put,560.19,loss,-50.0
2025-03-18 12:10:00-04:00,call,561.03,loss,-50.0
2025-03-18 12:20:00-04:00,call,560.84,loss,-50.0
2025-03-18 12:25:00-04:00,call,561.68,loss,-50.0
2025-03-18 12:30:00-04:00,call,561.26,loss,-50.0
2025-03-18 12:35:00-04:00,call,561.32,loss,-50.0
2025-03-18 12:55:00-04:00,call,560.85,loss,-50.0
2025-03-18 13:00:00-04:00,call,560.86,loss,-50.0
2025-03-18 13:10:00-04:00,call,561.04,loss,-50.0
2025-03-18 13:50:00-04:00,call,561.28,loss,-50.0
2025-03-18 14:10:00-04:00,put,559.82,loss,-50.0
2025-03-18 14:50:00-04:00,call,561.56,loss,-50.0
2025-03-18 15:10:00-04:00,call,561.11,loss,-50.0
2025-03-18 15:15:00-04:00,call,561.44,loss,-50.0
2025-03-18 15:20:00-04:00,call,561.41,loss,-50.0
2025-03-18 15:25:00-04:00,call,561.11,loss,-50.0
2025-03-18 15:45:00-04:00,put,560.15,loss,-50.0
2025-03-19 09:30:00-04:00,call,562.61,loss,-50.0
2025-03-19 09:35:00-04:00,call,562.73,loss,-50.0
2025-03-19 09:40:00-04:00,call,561.91,loss,-50.0
2025-03-19 09:45:00-04:00,call,563.24,loss,-50.0
2025-03-19 09:50:00-04:00,call,564.22,loss,-50.0
2025-03-19 09:55:00-04:00,call,563.92,loss,-50.0
2025-03-19 10:00:00-04:00,call,564.53,loss,-50.0
2025-03-19 10:05:00-04:00,call,565.27,loss,-50.0
2025-03-19 10:10:00-04:00,call,564.88,loss,-50.0
2025-03-19 10:15:00-04:00,call,565.09,loss,-50.0
2025-03-19 10:20:00-04:00,call,564.91,loss,-50.0
2025-03-19 10:25:00-04:00,call,564.48,loss,-50.0
2025-03-19 10:30:00-04:00,call,564.59,loss,-50.0
2025-03-19 10:35:00-04:00,call,564.4,loss,-50.0
2025-03-19 10:40:00-04:00,call,563.99,loss,-50.0
2025-03-19 10:45:00-04:00,call,564.1,loss,-50.0
2025-03-19 11:05:00-04:00,call,564.55,loss,-50.0
2025-03-19 11:15:00-04:00,put,563.75,loss,-50.0
2025-03-19 11:40:00-04:00,call,565.13,loss,-50.0
2025-03-19 11:45:00-04:00,call,565.44,loss,-50.0
2025-03-19 11:50:00-04:00,call,566.01,loss,-50.0
2025-03-19 11:55:00-04:00,call,565.78,loss,-50.0
2025-03-19 12:00:00-04:00,call,565.76,loss,-50.0
2025-03-19 12:05:00-04:00,call,565.84,loss,-50.0
2025-03-19 12:10:00-04:00,call,565.29,loss,-50.0
2025-03-19 12:15:00-04:00,call,565.24,loss,-50.0
2025-03-19 12:20:00-04:00,call,565.26,loss,-50.0
2025-03-19 12:25:00-04:00,call,565.56,loss,-50.0
2025-03-19 12:30:00-04:00,call,565.25,loss,-50.0
2025-03-19 12:35:00-04:00,call,565.06,loss,-50.0
2025-03-19 12:40:00-04:00,call,565.08,loss,-50.0
2025-03-19 12:55:00-04:00,put,564.96,loss,-50.0
2025-03-19 13:00:00-04:00,put,564.74,loss,-50.0
2025-03-19 13:05:00-04:00,put,564.21,loss,-50.0
2025-03-19 13:10:00-04:00,put,563.67,loss,-50.0
2025-03-19 13:15:00-04:00,put,563.75,loss,-50.0
2025-03-19 13:20:00-04:00,put,563.66,loss,-50.0
2025-03-19 13:25:00-04:00,put,563.35,loss,-50.0
2025-03-19 13:30:00-04:00,put,563.41,loss,-50.0
2025-03-19 13:35:00-04:00,put,564.13,loss,-50.0
2025-03-19 13:40:00-04:00,put,563.61,loss,-50.0
2025-03-19 13:45:00-04:00,put,562.97,loss,-50.0
2025-03-19 13:50:00-04:00,put,563.36,loss,-50.0
2025-03-19 13:55:00-04:00,put,563.18,loss,-50.0
2025-03-19 14:15:00-04:00,call,565.16,loss,-50.0
2025-03-19 14:20:00-04:00,call,565.11,loss,-50.0
2025-03-19 14:25:00-04:00,call,564.59,loss,-50.0
2025-03-19 14:30:00-04:00,call,565.96,loss,-50.0
2025-03-19 14:35:00-04:00,call,565.56,loss,-50.0
2025-03-19 14:40:00-04:00,call,566.95,loss,-50.0
2025-03-19 14:45:00-04:00,call,566.61,loss,-50.0
2025-03-19 14:50:00-04:00,call,567.66,loss,-50.0
2025-03-19 14:55:00-04:00,call,568.25,loss,-50.0
2025-03-19 15:00:00-04:00,call,568.83,loss,-50.0
2025-03-19 15:05:00-04:00,call,570.38,loss,-50.0
2025-03-19 15:10:00-04:00,call,570.05,loss,-50.0
2025-03-19 15:15:00-04:00,call,569.4,loss,-50.0
2025-03-19 15:20:00-04:00,call,568.46,loss,-50.0
2025-03-19 15:25:00-04:00,call,567.23,loss,-50.0
2025-03-19 15:30:00-04:00,call,568.04,loss,-50.0
2025-03-19 15:35:00-04:00,call,568.4,loss,-50.0
2025-03-19 15:40:00-04:00,call,569.22,loss,-50.0
2025-03-19 15:45:00-04:00,call,568.46,loss,-50.0
2025-03-20 09:30:00-04:00,put,564.4,loss,-50.0
2025-03-20 09:35:00-04:00,put,564.65,loss,-50.0
2025-03-20 09:40:00-04:00,put,565.17,loss,-50.0
2025-03-20 09:45:00-04:00,put,565.49,loss,-50.0
2025-03-20 09:50:00-04:00,put,566.05,loss,-50.0
2025-03-20 09:55:00-04:00,put,566.61,loss,-50.0
2025-03-20 10:25:00-04:00,call,569.48,loss,-50.0
2025-03-20 10:30:00-04:00,call,569.12,loss,-50.0
2025-03-20 10:35:00-04:00,call,569.56,loss,-50.0
2025-03-20 10:40:00-04:00,call,570.28,loss,-50.0
2025-03-20 10:45:00-04:00,call,570.34,loss,-50.0
2025-03-20 10:50:00-04:00,call,569.76,loss,-50.0
2025-03-20 10:55:00-04:00,call,569.4,loss,-50.0
2025-03-20 11:00:00-04:00,call,569.23,loss,-50.0
2025-03-20 11:05:00-04:00,call,569.67,loss,-50.0
2025-03-20 11:10:00-04:00,call,569.66,loss,-50.0
2025-03-20 11:15:00-04:00,call,568.93,loss,-50.0
2025-03-20 11:20:00-04:00,call,569.05,loss,-50.0
2025-03-20 11:30:00-04:00,put,568.19,loss,-50.0
2025-03-20 11:35:00-04:00,put,568.46,loss,-50.0
2025-03-20 11:55:00-04:00,put,568.17,loss,-50.0
2025-03-20 12:00:00-04:00,put,568.48,loss,-50.0
2025-03-20 12:05:00-04:00,put,568.01,loss,-50.0
2025-03-20 12:10:00-04:00,put,568.0,loss,-50.0
2025-03-20 12:15:00-04:00,put,567.74,loss,-50.0
2025-03-20 12:20:00-04:00,put,567.2,loss,-50.0
2025-03-20 12:25:00-04:00,put,566.24,loss,-50.0
2025-03-20 12:30:00-04:00,put,566.26,loss,-50.0
2025-03-20 12:35:00-04:00,put,566.87,loss,-50.0
2025-03-20 12:40:00-04:00,put,566.11,loss,-50.0
2025-03-20 12:45:00-04:00,put,565.72,loss,-50.0
2025-03-20 12:50:00-04:00,put,566.49,loss,-50.0
2025-03-20 12:55:00-04:00,put,565.87,loss,-50.0
2025-03-20 13:00:00-04:00,put,566.43,loss,-50.0
2025-03-20 13:05:00-04:00,put,567.09,loss,-50.0
2025-03-20 13:10:00-04:00,put,566.91,loss,-50.0
2025-03-20 13:15:00-04:00,put,566.64,loss,-50.0
2025-03-20 13:20:00-04:00,put,565.7,loss,-50.0
2025-03-20 13:25:00-04:00,put,564.75,loss,-50.0
2025-03-20 13:30:00-04:00,put,565.42,loss,-50.0
2025-03-20 13:45:00-04:00,put,565.87,loss,-50.0
2025-03-20 13:50:00-04:00,put,565.2,loss,-50.0
2025-03-20 14:00:00-04:00,put,565.34,loss,-50.0
2025-03-20 14:10:00-04:00,put,565.69,loss,-50.0
2025-03-20 14:15:00-04:00,put,565.61,loss,-50.0
2025-03-20 14:20:00-04:00,put,565.05,loss,-50.0
2025-03-20 14:25:00-04:00,put,564.12,loss,-50.0
2025-03-20 14:30:00-04:00,put,563.97,loss,-50.0
2025-03-20 14:40:00-04:00,put,564.14,loss,-50.0
2025-03-20 14:45:00-04:00,put,564.88,loss,-50.0
2025-03-20 14:55:00-04:00,put,564.45,loss,-50.0
2025-03-20 15:25:00-04:00,put,564.67,loss,-50.0
2025-03-20 15:35:00-04:00,call,565.28,loss,-50.0
2025-03-20 15:40:00-04:00,call,565.86,loss,-50.0
2025-03-20 15:45:00-04:00,call,566.49,loss,-50.0
2025-03-20 15:50:00-04:00,call,565.76,loss,-50.0
2025-03-20 15:55:00-04:00,call,565.69,loss,-50.0
2025-03-21 09:30:00-04:00,put,559.59,loss,-50.0
2025-03-21 09:35:00-04:00,put,558.91,loss,-50.0
2025-03-21 09:40:00-04:00,put,559.57,loss,-50.0
2025-03-21 09:45:00-04:00,put,559.75,loss,-50.0
2025-03-21 09:50:00-04:00,put,559.73,loss,-50.0
2025-03-21 09:55:00-04:00,put,559.84,loss,-50.0
2025-03-21 10:00:00-04:00,put,559.4,loss,-50.0
2025-03-21 10:05:00-04:00,put,558.46,loss,-50.0
2025-03-21 10:10:00-04:00,put,559.12,loss,-50.0
2025-03-21 10:15:00-04:00,put,559.41,loss,-50.0
2025-03-21 10:20:00-04:00,put,560.17,loss,-50.0
2025-03-21 10:25:00-04:00,put,559.88,loss,-50.0
2025-03-21 10:30:00-04:00,put,559.97,loss,-50.0
2025-03-21 10:35:00-04:00,put,559.27,loss,-50.0
2025-03-21 10:55:00-04:00,call,561.47,loss,-50.0
2025-03-21 11:00:00-04:00,call,561.31,loss,-50.0
2025-03-21 11:05:00-04:00,call,561.47,loss,-50.0
2025-03-21 11:40:00-04:00,put,559.1,loss,-50.0
2025-03-21 11:55:00-04:00,put,559.44,loss,-50.0
2025-03-21 12:20:00-04:00,call,562.61,loss,-50.0
2025-03-21 12:25:00-04:00,call,562.36,loss,-50.0
2025-03-21 12:30:00-04:00,call,562.49,loss,-50.0
2025-03-21 12:35:00-04:00,call,562.19,loss,-50.0
2025-03-21 12:40:00-04:00,call,561.88,loss,-50.0
2025-03-21 12:45:00-04:00,call,562.8,loss,-50.0
2025-03-21 12:50:00-04:00,call,562.69,loss,-50.0
2025-03-21 12:55:00-04:00,call,563.65,loss,-50.0
2025-03-21 13:00:00-04:00,call,563.1,loss,-50.0
2025-03-21 13:05:00-04:00,call,563.35,loss,-50.0
2025-03-21 13:10:00-04:00,call,562.73,loss,-50.0
2025-03-21 13:15:00-04:00,call,562.28,loss,-50.0
2025-03-21 13:20:00-04:00,call,562.75,loss,-50.0
2025-03-21 13:45:00-04:00,call,563.62,loss,-50.0
2025-03-21 13:50:00-04:00,call,563.57,loss,-50.0
2025-03-21 14:35:00-04:00,call,562.94,loss,-50.0
2025-03-21 14:40:00-04:00,call,563.21,loss,-50.0
2025-03-21 14:50:00-04:00,put,562.53,loss,-50.0
2025-03-21 14:55:00-04:00,put,562.49,loss,-50.0
2025-03-21 15:00:00-04:00,put,562.09,loss,-50.0
2025-03-21 15:05:00-04:00,put,561.86,loss,-50.0
2025-03-21 15:10:00-04:00,put,562.08,loss,-50.0
2025-03-21 15:15:00-04:00,put,562.08,loss,-50.0
2025-03-21 15:20:00-04:00,put,562.29,loss,-50.0
2025-03-21 15:25:00-04:00,put,561.99,loss,-50.0
2025-03-21 15:30:00-04:00,put,561.99,loss,-50.0
2025-03-21 15:50:00-04:00,call,563.58,loss,-50.0
2025-03-21 15:55:00-04:00,call,564.19,loss,-50.0
2025-03-24 09:30:00-04:00,call,570.88,loss,-50.0
2025-03-24 09:35:00-04:00,call,571.85,loss,-50.0
2025-03-24 09:40:00-04:00,call,572.04,loss,-50.0
2025-03-24 09:45:00-04:00,call,572.6,loss,-50.0
2025-03-24 09:50:00-04:00,call,572.64,loss,-50.0
2025-03-24 09:55:00-04:00,call,572.74,loss,-50.0
2025-03-24 10:00:00-04:00,call,572.58,loss,-50.0
2025-03-24 10:05:00-04:00,call,572.14,loss,-50.0
2025-03-24 10:10:00-04:00,call,572.82,loss,-50.0
2025-03-24 10:15:00-04:00,call,573.03,loss,-50.0
2025-03-24 10:20:00-04:00,call,573.25,loss,-50.0
2025-03-24 10:25:00-04:00,call,573.13,loss,-50.0
2025-03-24 10:30:00-04:00,call,573.0,loss,-50.0
2025-03-24 10:35:00-04:00,call,572.74,loss,-50.0
2025-03-24 10:40:00-04:00,call,572.84,loss,-50.0
2025-03-24 10:45:00-04:00,call,573.57,loss,-50.0
2025-03-24 10:50:00-04:00,call,573.6,loss,-50.0
2025-03-24 10:55:00-04:00,call,573.55,loss,-50.0
2025-03-24 11:00:00-04:00,call,573.58,loss,-50.0
2025-03-24 11:05:00-04:00,call,573.81,loss,-50.0
2025-03-24 11:10:00-04:00,call,573.77,loss,-50.0
2025-03-24 11:15:00-04:00,call,573.89,loss,-50.0
2025-03-24 11:20:00-04:00,call,573.77,loss,-50.0
2025-03-24 11:25:00-04:00,call,573.71,loss,-50.0
2025-03-24 11:30:00-04:00,call,573.62,loss,-50.0
2025-03-24 11:40:00-04:00,call,573.35,loss,-50.0
2025-03-24 11:45:00-04:00,call,573.26,loss,-50.0
2025-03-24 11:50:00-04:00,call,573.82,loss,-50.0
2025-03-24 11:55:00-04:00,call,573.88,loss,-50.0
2025-03-24 12:00:00-04:00,call,573.97,loss,-50.0
2025-03-24 12:05:00-04:00,call,574.24,loss,-50.0
2025-03-24 12:10:00-04:00,call,574.23,loss,-50.0
2025-03-24 12:20:00-04:00,call,574.17,loss,-50.0
2025-03-24 12:25:00-04:00,put,573.25,loss,-50.0
2025-03-24 12:35:00-04:00,put,573.15,loss,-50.0
2025-03-24 12:40:00-04:00,put,573.22,loss,-50.0
2025-03-24 13:00:00-04:00,put,572.89,loss,-50.0
2025-03-24 13:05:00-04:00,put,572.78,loss,-50.0
2025-03-24 13:10:00-04:00,put,572.62,loss,-50.0
2025-03-24 13:15:00-04:00,put,572.7,loss,-50.0
2025-03-24 13:20:00-04:00,put,572.7,loss,-50.0
2025-03-24 13:25:00-04:00,put,573.05,loss,-50.0
2025-03-24 13:40:00-04:00,put,573.02,loss,-50.0
2025-03-24 13:55:00-04:00,put,573.1,loss,-50.0
2025-03-24 14:00:00-04:00,put,572.31,loss,-50.0
2025-03-24 14:05:00-04:00,put,572.55,loss,-50.0
2025-03-24 14:10:00-04:00,put,572.35,loss,-50.0
2025-03-24 14:15:00-04:00,put,572.43,loss,-50.0
2025-03-24 14:20:00-04:00,put,572.28,loss,-50.0
2025-03-24 14:25:00-04:00,put,572.41,loss,-50.0
2025-03-24 14:30:00-04:00,put,572.27,loss,-50.0
2025-03-24 14:50:00-04:00,call,573.6,loss,-50.0
2025-03-24 14:55:00-04:00,call,573.64,loss,-50.0
2025-03-24 15:00:00-04:00,call,573.88,loss,-50.0
2025-03-24 15:05:00-04:00,call,573.88,loss,-50.0
2025-03-24 15:10:00-04:00,call,573.76,loss,-50.0
2025-03-24 15:15:00-04:00,call,574.05,loss,-50.0
2025-03-24 15:20:00-04:00,call,574.15,loss,-50.0
2025-03-24 15:25:00-04:00,call,573.95,loss,-50.0
2025-03-24 15:30:00-04:00,call,574.0,loss,-50.0
2025-03-24 15:35:00-04:00,call,574.06,loss,-50.0
2025-03-24 15:40:00-04:00,call,574.23,loss,-50.0
2025-03-24 15:45:00-04:00,call,574.72,loss,-50.0
2025-03-24 15:50:00-04:00,call,574.98,loss,-50.0
2025-03-24 15:55:00-04:00,call,574.02,loss,-50.0
2025-03-25 09:30:00-04:00,call,575.17,loss,-50.0
2025-03-25 09:35:00-04:00,call,574.92,loss,-50.0
